update,theta
617,0.6262707114219666
618,0.6265481114387512
619,0.6268250942230225
620,0.6271016597747803
621,0.6273777484893799
622,0.6276534199714661
623,0.6279286742210388
624,0.6282035112380981
625,0.628477931022644
626,0.6287519335746765
627,0.6290255188941956
628,0.6292986869812012
629,0.6295714378356934
630,0.6298437118530273
631,0.6301155686378479
632,0.630387008190155
633,0.6306580305099487
634,0.630928635597229
635,0.6311988234519958
636,0.631468653678894
637,0.6317380666732788
638,0.6320070624351501
639,0.6322756409645081
640,0.6325438022613525
641,0.6328115463256836
642,0.6330788731575012
643,0.6333457827568054
644,0.6336122751235962
645,0.6338783502578735
646,0.6341440677642822
647,0.6344093680381775
648,0.6346742510795593
649,0.6349387168884277
650,0.6352027654647827
651,0.635466456413269
652,0.6357297301292419
653,0.6359925866127014
654,0.6362550258636475
655,0.6365171074867249
656,0.6367787718772888
657,0.6370400190353394
658,0.6373009085655212
659,0.6375613808631897
660,0.6378214359283447
661,0.6380811333656311
662,0.638340413570404
663,0.6385993361473083
664,0.6388578414916992
665,0.6391159296035767
666,0.6393736600875854
667,0.6396309733390808
668,0.6398879289627075
669,0.6401444673538208
670,0.6404006481170654
671,0.6406564116477966
672,0.6409118175506592
673,0.6411668062210083
674,0.6414214372634888
675,0.6416756510734558
676,0.6419295072555542
677,0.6421829462051392
678,0.6424360275268555
679,0.6426886916160583
680,0.6429409980773926
681,0.6431929469108582
682,0.6434444785118103
683,0.6436956524848938
684,0.6439464092254639
685,0.6441968083381653
686,0.644446849822998
687,0.6446964740753174
688,0.6449457406997681
689,0.6451946496963501
690,0.6454432010650635
691,0.6456913352012634
692,0.6459391117095947
693,0.6461865305900574
694,0.6464335918426514
695,0.6466802358627319
696,0.6469265222549438
697,0.6471724510192871
698,0.6474180221557617
699,0.6476631760597229
700,0.6479079723358154
701,0.6481524109840393
702,0.6483964920043945
703,0.6486402153968811
704,0.648883581161499
705,0.6491265892982483
706,0.6493691802024841
707,0.6496114134788513
708,0.6498532891273499
709,0.6500948071479797
710,0.650335967540741
711,0.6505767703056335
712,0.6508172154426575
713,0.6510573029518127
714,0.6512970328330994
715,0.6515364050865173
716,0.6517754197120667
717,0.6520140767097473
718,0.6522523760795593
719,0.6524903178215027
720,0.6527279019355774
721,0.6529651284217834
722,0.6532019972801208
723,0.6534385085105896
724,0.6536746621131897
725,0.6539104580879211
726,0.6541458964347839
727,0.6543810367584229
728,0.6546158194541931
729,0.6548502445220947
730,0.6550843119621277
731,0.655318021774292
732,0.6555513739585876
733,0.6557843685150146
734,0.6560170650482178
735,0.6562494039535522
736,0.6564813852310181
737,0.6567130088806152
738,0.6569442749023438
739,0.6571752429008484
740,0.6574058532714844
741,0.6576361060142517
742,0.6578660011291504
743,0.6580955982208252
744,0.6583248376846313
745,0.6585537195205688
746,0.6587823033332825
747,0.6590105295181274
748,0.6592383980751038
749,0.6594659686088562
750,0.65969318151474
751,0.6599200367927551
752,0.6601465940475464
753,0.660372793674469
754,0.660598635673523
755,0.660824179649353
756,0.6610493659973145
757,0.661274254322052
758,0.6614987850189209
759,0.6617229580879211
760,0.6619468331336975
761,0.6621703505516052
762,0.6623935699462891
763,0.6626164317131042
764,0.6628389954566956
765,0.6630612015724182
766,0.663283109664917
767,0.6635046601295471
768,0.6637259125709534
769,0.663946807384491
770,0.6641674041748047
771,0.6643876433372498
772,0.664607584476471
773,0.6648271679878235
774,0.6650464534759521
775,0.6652653813362122
776,0.6654840111732483
777,0.6657023429870605
778,0.6659203171730042
779,0.6661379933357239
780,0.666355311870575
781,0.6665723323822021
782,0.6667890548706055
783,0.6670054197311401
784,0.6672214865684509
785,0.6674372553825378
786,0.6676526665687561
787,0.6678677797317505
788,0.668082594871521
789,0.6682970523834229
790,0.6685112118721008
791,0.6687250733375549
792,0.6689385771751404
793,0.669151782989502
794,0.6693646907806396
795,0.6695773005485535
796,0.6697895526885986
797,0.6700015068054199
798,0.6702131628990173
799,0.6704245209693909
800,0.6706355810165405
801,0.6708462834358215
802,0.6710566878318787
803,0.6712667942047119
804,0.6714766025543213
